Alignment,Character,Combat,Creator,Durability,Gender,Height,IQ,Intelligence,Level,Place_of_birth,Power,Species,Speed,Speed_velocity,Strength,Strength_force,Super_powers,Tier,Universe,Weight,combat_str,durability_str,height_str,intelligence_str,level_str,power_str,speed_str,speed_velocity_str,strength_str,strength_force_str,tier_str,weight_str,name,img_links
Good,frozone,40,Pixar,20,Male,-,120,60,2,Unknown,50,Human,25,45,30,80000,"agility,coldresistance,cryokinesis,peakhumancondition,superspeed,superstrength,danmaku,endurance,reflexes,berserkmode,dangersense,enhancedhearing,enhancedsight,jump,mastertactician,thefourthwall,toonforce,watercontrol",1,Incredibles,-,combat36to40,durability20,heighthuge,intelligence56to60,level2,power46to50,speed21to25,sv1-1000,strength26to30,sf10001-100000,tier1,weightunknown,Frozone,https://static.wikia.nocookie.net/superheroes/images/b/b1/Frozone.jpg/revision/latest?cb=20140112033939
Bad,gellertgrindelwald,65,J. K. Rowling,20,Male,-,160,80,3,Unknown,70,Human,17,30,1,100,"acceleratedhealing,darkarts,darkmagic,darkforcemanipulation,deconstruction,electrokinesis,elementcontrol,energyblasts,energyconstructs,firecontrol,forcefields,indomitablewill,intelligence,levitation,lightcontrol,magic,mastertactician,memorymanipulation,mindcontrol,petrification,stamina,telekinesis,telepathy,telepathyresistance,teleportation,watercontrol,weathercontrol,windcontrol,agility,elementaltransmogrification,illumination,illusions,longevity,mindcontrolresistance,plantcontrol,precognition,reflexes,shapeshifting,stealth,vitakinesis",2,Earth-616,-,combat61to65,durability20,heighthuge,intelligence76to80,level3,power66to70,speed16to20,sv1-1000,strength1to5,sf1-1000,tier2,weightunknown,Gellert Grindelwald,https://static.wikia.nocookie.net/villains/images/4/42/Gellert-grindelwald-2022-portrait.png/revision/latest?cb=20230220123859
Bad,flandrescarlet,100,None,100,Female,"126 cm • 4'1.6""",80,40,5,Unknown,100,Human,100,1000000000,100,1000000000,"danmaku,duplication,durability,durabilitynegation,existenceerasure,flight,immortality,intangibility,levitation,magic,mindcontrolresistance,naturalweapons,non-physicalinteraction,regeneration,superspeed,superstrength,telekinesis,transformation,weaponcreation,weaponsmaster",6,Touhou,24 kg • 52.91 lbs,combat96to100,durability100,height0-5,intelligence36to40,level5,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier6,weight1-1000,Flandre Scarlet,https://static.wikia.nocookie.net/villains/images/d/d3/3ade971f2ac72036ffad467b29babd919be32fd3_hq.jpg/revision/latest/scale-to-width-down/350?cb=20230429151153
Bad,ganondorf,90,Nintendo,80,Male,"228.6 cm • 7'6""",180,90,5,Hyrule,85,Demon,50,2997925,100,1000000000,"attackreflection,avatarcreation,chaosmanipulation,clairvoyance,cosmicawareness,cursemanipulation,darkarts,darkforcemanipulation,deathmanipulation,dimensionalawareness,dimensionaltravel,durability,elementcontrol,energymanipulation,extrasensoryperception,flight,homingattack,illusions,immortality,indomitablewill,intangibility,intelligence,invulnerability,lifemanipulation,lightcontrol,longevity,madnessmanipulation,magic,magicresistance,marksmanship,mastertactician,necromancy,non-physicalinteraction,peakhumancondition,pocketdimensions,possession,powerabsorption,poweraugmentation,powernullifier,preparation,realitywarping,resurrection,sealing,self-sustenance,soulresistance,spatialawareness,spatialmanipulation,stamina,statisticsamplification,summoning,superspeed,superstrength,telekinesis,telepathy,teleportation,timemanipulation,transformation,unholymanipulation,weapon-basedpowers,weaponsmaster,accelerateddevelopment,acceleratedhealing,acrobatics,adaptation,afterimagecreation,agility,aura,berserkmode,chaosmagic,coldresistance,corruption,corruptionresistance,creation,cryokinesis,dangersense,dexterity,duplication,electricityresistance,electrokinesis,endurance,energyblasts,energyresistance,enhancedhearing,enhancedsight,explosionmanipulation,firecontrol,fireresistance,forcefields,godlyphysiology,heatgeneration,heatresistance,invisibility,jump,magicabsorption,magmamanipulation,mastermartialartist,mindcontrol,non-corporeal,paralysis,plantcontrol,powerbestowal,powermimicry,precognition,projection,radiationimmunity,reactivepowerlevel,realitywarpingresistance,reflexes,regeneration,shapeshifting,shockwavesgeneration,sizechanging,sleepmanipulation,statuseffectinducement,terrakinesis,timemanipulationresistance,toxinanddiseaseresistance,umbrakinesis,vision-night,watercontrol,weaponcreation,weathercontrol,windcontrol,deconstruction,durabilitynegation,empathy,portalcreation,soulmanipulation",4,Zelda,132 kg • 291.01 lbs,combat86to90,durability80,height0-5,intelligence86to90,level5,power81to85,speed46to50,sv1000001-10000000,strength96to100,sf100000001-1000000000,tier4,weight1-1000,Ganondorf,https://static.wikia.nocookie.net/villains/images/f/f7/KeyLocker.png/revision/latest/scale-to-width-down/25?cb=20190617223304
Bad,geckomoria,70,Shueisha,35,Male,"692 cm • 22'8.4""",150,75,2,Unknown,45,Human,50,300000,100,1000000000,"umbrakinesis,duplication,flight,necromancy,powerbestowal,sizechanging,statisticsamplification,weaponcreation,bodypuppetry,non-physicalinteraction",1,OP,-,combat66to70,durability35,height6-10,intelligence71to75,level2,power41to45,speed46to50,sv100001-1000000,strength96to100,sf100000001-1000000000,tier1,weightunknown,Gecko Moria,https://static.wikia.nocookie.net/villains/images/f/f7/GekkoMoriahRender.png/revision/latest/scale-to-width-down/350?cb=20190131135454
Good,garzooka,40,None,15,Male,-,90,45,1,Unknown,45,Animal,1,3,50,400000,"radiationcontrol,animalattributes,animalorientedpowers,radiationabsorption,radiationimmunity",1,PFU,-,combat36to40,durability15,heighthuge,intelligence41to45,level1,power41to45,speed1to5,sv1-1000,strength46to50,sf100001-1000000,tier1,weightunknown,Garzooka,https://static.wikia.nocookie.net/superheroes/images/5/5f/Garzooka-garfield-pet-forces.jpg/revision/latest/scale-to-width-down/250?cb=20111216004802
Neutral,galactaknight,100,Nintendo,100,Male,-,160,100,6,Unknown,100,Alien,100,1000000000,100,1000000000,"afterimagecreation,cursemanipulation,darkmattermanipulation,dimensionaltravel,durability,durabilitynegation,electricityresistance,endurance,fireresistance,flight,immortality,insanity,instinctivereaction,marksmanship,mastermartialartist,nigh-omnipotence,omnipresence,omniscience,sealing,self-sustenance,spatialmanipulation,stamina,superspeed,superstrength,timemanipulation,weaponsmaster,zenith,conceptualmanipulation,dimensionalawareness,energymanipulation,existenceerasureresistance,fateresistance,higherdimensionalmanipulation,interstellartravel,lasermanipulation,projection,realitywarpingresistance,reflexes,regeneration,self-destruction,spatialcommunication,stasis,timetravel,quantummanipulation",7,Kirby,-,combat96to100,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier7,weightunknown,Galacta Knight,https://static.wikia.nocookie.net/villains/images/e/e0/SKC_G-Knight.png/revision/latest/scale-to-width-down/350?cb=20210102194605
Bad,harleyquinn,60,DC Comics,10,Female,-,120,60,1,Unknown,10,Human,17,30,5,200,"bloodlust,insanity,socialinfluencing,stamina,acrobatics,dexterity,endurance,jump,mastermartialartist,painsuppression,reflexes,stealth,vehicularmastery,weaponsmaster",1,DCUAOM,-,combat56to60,durability10,heighthuge,intelligence56to60,level1,power6to10,speed16to20,sv1-1000,strength1to5,sf1-1000,tier1,weightunknown,Harley Quinn,https://static.wikia.nocookie.net/villains/images/d/dd/Batman_arkham_knight_harley_quinn_by_ivances-d7b0qa1.png/revision/latest/scale-to-width-down/350?cb=20150703103353
Neutral,herobrine,100,Microsoft,100,Male,"185.4 cm • 6'1""",200,100,6,Unknown,100,Demi-God,100,1000000000,100,1000000000,"acceleratedhealing,attacknegation,avatarcreation,bodypuppetry,causalitymanipulation,causalityresistance,cloaking,cloning,conceptualmanipulation,corruption,creation,damageboost,darkarts,darkmagic,datamanipulation,deathtouch,deconstruction,dimensionstorage,dimensionalawareness,dimensionaltravel,disguisemastery,dreammanipulation,duplication,elementcontrol,elementaltransmogrification,energyabsorption,existenceerasure,existenceerasureresistance,explosionmanipulation,fateresistance,fearinducement,firecontrol,fireresistance,flight,forcefields,gravitycontrol,hacking,illusions,immortality,informationanalysis,intangibility,intelligence,invisibility,invulnerability,lawmanipulation,magmamanipulation,mastertactician,mattermanipulation,memorymanipulation,mindcontrol,molecularcombustion,molecularimmobilization,nigh-omnipresence,nigh-omniscience,non-corporeal,omnifabrication,omnikinesis,omnilingualism,omnilock,paralysis,petrification,phasing,pocketdimensions,possession,possessionresistance,poweraugmentation,powermimicry,preparation,probabilitymanipulation,quantummanipulation,radiationimmunity,realitywarping,realitywarpingresistance,regeneration,sealing,self-sustenance,shapeshifting,subjectivereality,telepathy,teleportation,timemanipulationresistance,vision-night,darkforcemanipulation,energyembodiment,higherdimensionalmanipulation,indomitablewill,lightcontrol,physicsmanipulation,spaceflight,summoning,swordsmanship,timemanipulation,weaponsmaster,animation,divinepowers,insanity,nothingnessaspectmanifestation,omnimimicry,technologicalpossession,toonforce",6,MC,-,combat96to100,durability100,height0-5,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier6,weightunknown,Herobrine (base),https://static.wikia.nocookie.net/villains/images/b/bc/HerobrineAVM.png/revision/latest?cb=20231102223839
Bad,herobrine,90,Microsoft,100,Male,-,182,90,6,Unknown,100,God / Eternal,85,450000000,100,1000000000,"astralprojection,avatarcreation,bloodlust,causalitymanipulation,corruption,darkforcemanipulation,divinity,duplication,flight,godlyphysiology,necromancy,nigh-omnipotence,nigh-omnipresence,nigh-omniscience,sealing,teleportation,antiforcemanipulation,arcanemagic,astraltravel,causalityresistance,cloaking,conceptualmanipulation,darkmagic,decayembodiment,deconstruction,dimensionalawareness,dimensionaltravel,dreammanipulation,energybeams,energyblasts,existenceerasure,hacking,holyresistance,immortality,insanity,instinctivereaction,lawmanipulation,mastertactician,mattermanipulation,mindcontrolresistance,molecularimmobilization,molecularmanipulation,moralitymanipulation,multiplepersonalities,omni-sense,omnifabrication,possession,soulmanipulation,unholymanipulation,higherdimensionalmanipulation,intangibility,latentabilities,magic,non-corporeal,realitywarping,resurrection,subjectivereality,telekinesis,telepathy,timemanipulation",7,MC,-,combat86to90,durability100,heighthuge,intelligence86to90,level6,power96to100,speed81to85,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier7,weightunknown,Herobrine (null),https://static.wikia.nocookie.net/villains/images/b/bc/HerobrineAVM.png/revision/latest?cb=20231102223839
Good,happyhogan,50,Marvel Comics,35,Male,-,140,70,6,Unknown,35,Human,80,333333335,85,333333373,"vehicularmastery,mastermartialartist",4,MCU,-,combat46to50,durability35,heighthuge,intelligence66to70,level6,power31to35,speed76to80,sv100000001-1000000000,strength81to85,sf100000001-1000000000,tier4,weightunknown,Happy Hogan,https://static.wikia.nocookie.net/villains/images/d/dd/Happy_Hogan_What_If_Zombies.png/revision/latest/scale-to-width-down/345?cb=20211014200502
Good,hellcat,70,Marvel Comics,15,Female,"172.7 cm • 5'8""",120,60,2,"Centerville, CA USA",45,Human,25,200,13,500,"agility,dexterity,endurance,enhancedhearing,enhancedsight,extrasensoryperception,mastermartialartist,psionicpowers,reflexes,stamina,acceleratedhealing,acrobatics,clothmanipulation,coldresistance,enhancedmemory,enhancedsmell,enhancedtaste,illusionresistance,jump,longevity,magicresistance,mindcontrolresistance,regeneration,telekinesis,vehicularmastery,weaponsmaster,electrokinesis",2,Earth-616,61.2 kg • 134.92 lbs,combat66to70,durability15,height0-5,intelligence56to60,level2,power41to45,speed21to25,sv1-1000,strength11to15,sf1-1000,tier2,weight1-1000,Hellcat,https://static.wikia.nocookie.net/superheroes/images/8/8f/Hellcat.jpg/revision/latest/scale-to-width-down/250?cb=20140630233958
Bad,hela,80,Marvel Comics,50,Female,-,160,80,3,Unknown,90,God / Eternal,75,100000000,100,1000000000,"accelerateddevelopment,acceleratedhealing,agility,coldresistance,dexterity,dimensionaltravel,endurance,energyblasts,energymanipulation,energyresistance,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,enhancedtouch,flight,heatgeneration,heatresistance,immortality,levitation,longevity,magic,necromancy,reflexes,regeneration,sealing,soulmanipulation,soulresistance,stamina,toxinanddiseaseresistance,transformation,acidresistants,acrobatics,banish,deathmanipulation,deathtouch,dimensionalawareness,electricityresistance,energyabsorption,fireresistance,magicresistance,mastermartialartist,mastertactician,mindcontrolresistance,portalcreation,powerabsorption,radiationimmunity,self-sustenance,telekinesis,teleportation,weaponsmaster",4,MAU,-,combat76to80,durability50,heighthuge,intelligence76to80,level3,power86to90,speed71to75,sv10000001-100000000,strength96to100,sf100000001-1000000000,tier4,weightunknown,Hela,https://static.wikia.nocookie.net/villains/images/f/f7/KeyLocker.png/revision/latest/scale-to-width-down/25?cb=20190617223304
Bad,heatwave,40,DC Comics,7,Male,"180.3 cm • 5'11""",115,60,1,Unknown,9,Human,11,20,1,150,"stamina,firecontrol,heatgeneration,marksmanship,reflexes,weaponsmaster",1,Prime Earth,81.2 kg • 179.02 lbs,combat36to40,durability7,height0-5,intelligence56to60,level1,power6to10,speed11to15,sv1-1000,strength1to5,sf1-1000,tier1,weight1-1000,Heat Wave,https://static.wikia.nocookie.net/villains/images/c/c6/Flash_Vol_1_772.jpg/revision/latest/scale-to-width-down/329?cb=20210726010044
Bad,homelander,55,Dynamite Entertainment,85,Male,"180.3 cm • 5'11""",130,65,2,Unknown,60,Human,45,8000,50,400000,"agility,durability,enhancedsight,flight,intelligence,invulnerability,longevity,peakhumancondition,reflexes,sonicscream,stamina,superspeed,superstrength,vision-heat,acceleratedhealing,acrobatics,adaptation,audiocontrol,coldresistance,dangersense,dexterity,electricityresistance,endurance,energyresistance,enhancedhearing,fireresistance,heatgeneration,heatresistance,immortality,indomitablewill,jump,levitation,marksmanship,radiationimmunity,regeneration,stealth,superbreath,toxinanddiseaseresistance,vision-x-ray,weaponsmaster",2,The Boys,74.8 kg • 164.91 lbs,combat51to55,durability85,height0-5,intelligence61to65,level2,power56to60,speed41to45,sv5001-10000,strength46to50,sf100001-1000000,tier2,weight1-1000,Homelander,https://static.wikia.nocookie.net/superheroes/images/b/ba/Homelander.png/revision/latest/scale-to-width-down/245?cb=20210612212817
Bad,hecate,60,DC Comics,100,Female,-,200,100,6,Unknown,100,God / Eternal,100,1000000000,100,1000000000,"acceleratedhealing,acidmanipulation,acidresistants,agemanipulation,agility,animalcontrol,animation,anti-gravity,antimattermanipulation,arcanemagic,astralprojection,astraltrap,attacknegation,attackreflection,audiocontrol,banish,blackholemanipulation,bloodmanipulation,bodypuppetry,chimanipulation,clairvoyance,cloaking,coldresistance,corruptionresistance,cosmicawareness,cryokinesis,cursemanipulation,curseresistance,dangersense,darkarts,darkmattermanipulation,darkforcemanipulation,deathmanipulation,deathtouch,deconstruction,dexterity,dimensionaltravel,dreammanipulation,durability,electricaltransport,electricityabsorption,electricityresistance,electrokinesis,elementcontrol,empathy,endurance,energyabsorption,energybeams,energyblasts,energyconstructs,energymanipulation,energyresistance,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,exorcism,explosionmanipulation,extrasensoryperception,firecontrol,fireresistance,flight,forcefields,godlyphysiology,gravitycontrol,heatgeneration,heatresistance,holyresistance,homingattack,hypnokinesis,illumination,illusionresistance,illusions,indomitablewill,informationanalysis,intelligence,interstellartravel,intuitiveaptitude,invisibility,invulnerability,jump,largesize,latentabilities,lifemanipulation,lightcontrol,longevity,magic,magicabsorption,magicresistance,marksmanship,mastertactician,mattermanipulation,memorymanipulation,metaphysicsmanipulation,mindcontrol,mindcontrolresistance,molecularmanipulation,necromancy,nigh-omniscience,non-physicalinteraction,omnikinesis,omnilingualism,organicmanipulation,paralysis,petrification,phasing,physicsmanipulation,plantcontrol,pocketdimensions,portalcreation,possessionresistance,postcognition,powerabsorption,poweraugmentation,powerbestowal,precognition,probabilitymanipulation,projection,psionicpowers,psychometry,purification,quantummanipulation,radiationcontrol,radiationimmunity,realitywarping,reflexes,regeneration,resurrection,sealing,self-sustenance,sensemanipulation,shockwavesgeneration,sizechanging,sleepmanipulation,soulmanipulation,soulresistance,spacesurvivability,spatialawareness,spatialcommunication,spatialmanipulation,stamina,stealth,subatomicmanipulation,summoning,superspeed,superstrength,supernaturalcondition,telekinesis,telepathy,telepathyresistance,teleportation,terrakinesis,timetravel,toxinanddiseasecontrol,toxinanddiseaseresistance,transformation,underwaterbreathing,unholymanipulation,unholyresistance,vibrationmanipulation,vision-microscopic,vision-night,vision-telescopic,vitakinesis,voidmanipulation,vortexcreation,watercontrol,weaponcreation,weathercontrol,windcontrol,wishing,acausality,adaptation,aura,biokinesis,causalitymanipulation,causalityresistance,clairvoyanceresistance,conceptualmanipulation,corruption,creation,dimensionalawareness,durabilitynegation,existenceerasure,existenceerasureresistance,fearmanipulation,hellfireresistance,higherdimensionalmanipulation,hyperkinesis,immortality,lawmanipulation,mindtransfer,painmanipulation,possession,powerabsorptionimmunity,powermodification,powernullifier,realitywarpingresistance,shapeshifting,timemanipulation,timemanipulationresistance,umbrakinesis,vaporisingbeams,berserkmode,mastermartialartist,subjectivereality",9,Prime Earth,-,combat56to60,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier9,weightunknown,Hecate,https://static.wikia.nocookie.net/villains/images/d/d8/Char_jafar.jpg/revision/latest/scale-to-width-down/105?cb=20120707103102
Bad,hectorhammond,20,DC Comics,10,Male,"154.9 cm • 5'1""",170,85,2,Coast City,60,Human,20,36,1,50,"intelligence,telekinesis,telepathy,clairvoyance,energyblasts,illusionresistance,illusions,levitation,mindblast,mindcontrol,psionicpowers",2,Prime Earth,70.3 kg • 154.98 lbs,combat16to20,durability10,height0-5,intelligence81to85,level2,power56to60,speed16to20,sv1-1000,strength1to5,sf1-1000,tier2,weight1-1000,Hector Hammond,https://static.wikia.nocookie.net/villains/images/a/a3/Hector_Hammond_%28Comics%29.jpg/revision/latest/scale-to-width-down/320?cb=20201012161058
Good,iceman,40,Marvel Comics,30,Male,-,90,45,2,Unknown,75,Human,25,313,13,500,"cryokinesis,durability,peakhumancondition,stamina,superspeed,superstrength,endurance,molecularimmobilization,molecularmanipulation,reflexes,acceleratedhealing,acrobatics,agility,lightcontrol,mindcontrolresistance,regeneration,transformation,watercontrol",2,Earth-8107,-,combat36to40,durability30,heighthuge,intelligence41to45,level2,power71to75,speed21to25,sv1-1000,strength11to15,sf1-1000,tier2,weightunknown,Iceman,https://static.wikia.nocookie.net/superheroes/images/0/03/Iceman.png/revision/latest/scale-to-width-down/250?cb=20160725075017
Bad,incubus,30,None,30,Male,-,110,55,2,Unknown,50,Metahuman,6,10,30,50000,"durability,stamina,superspeed,superstrength,accelerateddevelopment,acceleratedhealing,deathtouch,elasticity,forcefields,heatresistance,largesize,longevity,magic,mindcontrol,naturalarmor,naturalweapons,possession,reflexes,regeneration,resurrection,transformation",2,DCEU,-,combat26to30,durability30,heighthuge,intelligence51to55,level2,power46to50,speed6to10,sv1-1000,strength26to30,sf10001-100000,tier2,weightunknown,Incubus,https://static.wikia.nocookie.net/villains/images/c/c4/IncubusSQ.PNG/revision/latest/scale-to-width-down/350?cb=20161125010912
Bad,jeice,100,Shueisha,50,Male,-,140,70,3,Unknown,30,None,60,40000000,65,2500000,"acrobatics,agility,chimanipulation,danmaku,dexterity,durability,endurance,energybeams,energyblasts,energymanipulation,enhancedsight,flight,intelligence,jump,mastermartialartist,peakhumancondition,reflexes,stamina,superspeed,superstrength,energyconstructs,enhancedhearing,fireresistance,heatgeneration,heatresistance,invulnerability,longevity,marksmanship,mastertactician,stealth,weapon-basedpowers,weaponsmaster,energyabsorption,energyembodiment",4,DB,-,combat96to100,durability50,heighthuge,intelligence66to70,level3,power26to30,speed56to60,sv10000001-100000000,strength61to65,sf1000001-10000000,tier4,weightunknown,Jeice,https://static.wikia.nocookie.net/villains/images/1/1c/Jeice_Trans.png/revision/latest/scale-to-width-down/272?cb=20150109072154
Bad,janemba,100,Shueisha,100,Male,-,200,100,6,"Hell, Universe 7",100,Demon,100,1000000000,100,1000000000,"adaptation,agility,chaosmagic,coldresistance,corruption,corruptionresistance,darkmagic,durability,energyabsorption,energyarmor,energybeams,fireresistance,heatresistance,illusionresistance,immortality,intelligence,matterabsorption,mindcontrol,mindcontrolresistance,possession,possessionresistance,realitywarpingresistance,shockwavesgeneration,spaceflight,strengthforce,superbreath,superstrength,berserkmode,cloning,endurance,energyblasts,flight,illusions,intangibility,mindblast,neonblasts,regeneration,teleportation",8,DB,-,combat96to100,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,Janemba,https://static.wikia.nocookie.net/villains/images/1/1b/Janemba_fighterz_portrait_by_blackflim_dddc61m-fullview.png/revision/latest/scale-to-width-down/350?cb=20190808113357
Good,husk,60,Marvel Comics,50,Female,"170.2 cm • 5'7""",110,55,2,"Cumberland, Kentucky",70,Mutant,25,100,30,50000,"durability,shapeshifting,stamina,superspeed,superstrength,acceleratedhealing,adaptation,agility,changingarmor,densitycontrol,elasticity,endurance,fireresistance,heatresistance,invulnerability,jump,naturalarmor,reflexes,sizechanging,stealth,cryokinesis,firecontrol,flight",1,Earth-616,58.1 kg • 128.09 lbs,combat56to60,durability50,height0-5,intelligence51to55,level2,power66to70,speed21to25,sv1-1000,strength26to30,sf10001-100000,tier1,weight1-1000,Husk,https://static.wikia.nocookie.net/superheroes/images/0/00/Husk.jpg/revision/latest/scale-to-width-down/250?cb=20230913232744
Bad,ironclad,50,Marvel Comics,80,None,"200.7 cm • 6'7""",140,70,3,Unknown,60,Human,50,9900,95,820000000,"coldresistance,densitycontrol,durability,fireresistance,heatresistance,intelligence,invulnerability,naturalarmor,stamina,superspeed,superstrength,acceleratedhealing,dexterity,endurance,enhancedcondition,jump,levitation,naturalweapons,radiationimmunity,reflexes,roboticengineering,vehicularmastery,pseudo-flight",5,Earth-616,294.84 kg • 650.01 lbs,combat46to50,durability80,height0-5,intelligence66to70,level3,power56to60,speed46to50,sv5001-10000,strength91to95,sf100000001-1000000000,tier5,weight1-1000,Ironclad,https://static.wikia.nocookie.net/villains/images/2/20/Ironclad.jpg/revision/latest/scale-to-width-down/326?cb=20181118114958
Good,ironpatriot,60,Marvel Comics,40,Male,"182.9 cm • 6'0""",160,80,2,"Philadelphia, Pennsylvania",30,Human,50,2997925,55,1000000,"attackreflection,biokinesis,camouflage,electrokinesis,elementcontrol,energybeams,energyblasts,energymanipulation,energyresistance,explosionmanipulation,firecontrol,flight,forcefields,fusion,heatresistance,homingattack,informationanalysis,intangibility,invisibility,lightcontrol,magnetism,plasmamanipulation,radiationcontrol,radiationimmunity,sleepmanipulation,smokemanipulation,statuseffectinducement,technopath/cyberpath,toxinanddiseaseresistance,weapon-basedpowers,weaponsmaster",2,Earth-616,94.8 kg • 209 lbs,combat56to60,durability40,height0-5,intelligence76to80,level2,power26to30,speed46to50,sv1000001-10000000,strength51to55,sf100001-1000000,tier2,weight1-1000,Iron Patriot,https://static.wikia.nocookie.net/superheroes/images/6/69/Iron_patriot.png/revision/latest?cb=20140424204618
Bad,infinite,80,Sega,85,Male,-,119,60,4,Unknown,100,Animal,100,1000000000,30,64000,"causalityresistance,energyembodiment,flight,intelligence,zenith,acrobatics,agility,aura,berserkmode,bloodlust,bullettime,causalitymanipulation,chaosenergy,darkarts,dexterity,divinepowers,endurance,energyabsorption,energyarmor,energybeams,energyblasts,fearinducement,forcefields,gravitycontrol,illumination,immortality,jump,lifemanipulation,mastertactician,preparation,self-sustenance,swordsmanship",6,Sonic,-,combat76to80,durability85,heighthuge,intelligence56to60,level4,power96to100,speed96to100,sv100000001-1000000000,strength26to30,sf10001-100000,tier6,weightunknown,Infinite,https://static.wikia.nocookie.net/villains/images/f/f7/KeyLocker.png/revision/latest/scale-to-width-down/25?cb=20190617223304
Good,jetjaguar,55,IDW Publishing,30,Male,"180 cm • 5'10.9""",125,65,2,Unknown,60,Robot,30,1201,75,40000000,"coldresistance,endurance,enhancedsight,flight,heatresistance,jump,longevity,reflexes,self-sustenance,sizechanging,toxinanddiseaseresistance,electricityresistance,energyresistance,fireresistance,grappling/climbing,illumination,invulnerability,perfectrecollection,radiationimmunity,substancesecretion,vehicularmastery,weaponsmaster,durabilitynegation,energyblasts,marksmanship,mastermartialartist,mastertactician",3,Toho,150 kg • 330.69 lbs,combat51to55,durability30,height0-5,intelligence61to65,level2,power56to60,speed26to30,sv1001-5000,strength71to75,sf10000001-100000000,tier3,weight1-1000,Jet Jaguar (Showa),https://static.wikia.nocookie.net/superheroes/images/5/55/Jet_Jaguar.jpg/revision/latest/scale-to-width-down/250?cb=20151105073427
Good,kai,100,Microsoft,25,Female,-,130,65,1,Unknown,20,Human,16,28,25,3000,"marksmanship,mastermartialartist,stamina,acceleratedhealing,acrobatics,adaptation,agility,coldresistance,dexterity,endurance,fireresistance,heatresistance,powersuit,reflexes,stealth,vehicularmastery,weapon-basedpowers,weaponsmaster,mastertactician",1,Halo 2022,-,combat96to100,durability25,heighthuge,intelligence61to65,level1,power16to20,speed16to20,sv1-1000,strength21to25,sf1001-5000,tier1,weightunknown,Kai-125,https://static.wikia.nocookie.net/villains/images/7/7c/Kai_1.jpg/revision/latest/scale-to-width-down/350?cb=20210402110959
Bad,kefkapalazzo,70,Square Enix,40,Male,"167 cm • 5'5.7""",90,45,5,Unknown,100,Human,50,2000000,50,400000,"biokinesis,cryokinesis,durability,electrokinesis,elementcontrol,energyblasts,firecontrol,insanity,intelligence,levitation,madnessmanipulation,magic,non-physicalinteraction,powerabsorption,projection,summoning,superspeed,telekinesis,teleportation,terrakinesis,timemanipulation,watercontrol,weapon-basedpowers,weaponsmaster,windcontrol,attacknegation,banish,deathmanipulation,deathtouch,durabilitynegation,explosionmanipulation,flight,forcefields,gravitycontrol,heatgeneration,holymanipulation,illusions,informationanalysis,invisibility,mastermartialartist,naturalarmor,petrification,regeneration,statuseffectinducement,thefourthwall,toxinanddiseasecontrol,lifemanipulation,mindcontrol",6,FF VI,47.63 kg • 105.01 lbs,combat66to70,durability40,height0-5,intelligence41to45,level5,power96to100,speed46to50,sv1000001-10000000,strength46to50,sf100001-1000000,tier6,weight1-1000,Kefka Palazzo,https://static.wikia.nocookie.net/villains/images/f/f7/KeyLocker.png/revision/latest/scale-to-width-down/25?cb=20190617223304
Bad,kefkapalazzo,70,Square Enix,60,Male,-,120,60,6,Unknown,100,God / Eternal,55,16986732,100,1000000000,"agility,banish,berserkmode,biokinesis,cryokinesis,dimensionalawareness,durability,durabilitynegation,electrokinesis,elementcontrol,elementaltransmogrification,energyblasts,firecontrol,flight,insanity,intelligence,levitation,lightcontrol,magic,naturalweapons,non-physicalinteraction,powerabsorption,sensemanipulation,spaceflight,statisticsamplification,statisticsreduction,summoning,superspeed,superstrength,telekinesis,teleportation,terrakinesis,watercontrol,weaponsmaster,windcontrol,attackreflection,deathmanipulation,explosionmanipulation,forcefields,gravitycontrol,heatgeneration,holymanipulation,illusions,informationanalysis,invisibility,largesize,lifemanipulation,mastermartialartist,mindcontrol,petrification,powernullifier,regeneration,resurrection,sleepmanipulation,statuseffectinducement,timemanipulation,toxinanddiseasecontrol,weathercontrol",7,FF VI,-,combat66to70,durability60,heighthuge,intelligence56to60,level6,power96to100,speed51to55,sv10000001-100000000,strength96to100,sf100000001-1000000000,tier7,weightunknown,Kefka Palazzo (God Kefka),https://static.wikia.nocookie.net/villains/images/f/f7/KeyLocker.png/revision/latest/scale-to-width-down/25?cb=20190617223304
